split,context,y,memory_hit,c_h,n1,top_prob,mixer_loss,full_memory_loss,delta_loss
test,"(134, 59)",77,1,69.0,8.0,0.52173912525177,1.116326,2.764448,-1.648122
test,"(59, 77)",356,1,424.0,40.0,0.24056604504585266,5.081963,2.525987,2.555976
test,"(23, 356)",193,1,77.0,14.0,0.4025973975658417,1.600179,1.880406,-0.280227
test,"(13, 449)",1,1,218.0,1.0,1.0,0.735967,0.055120,0.680847
test,"(82, 236)",68,1,181.0,3.0,0.8453038930892944,1.850606,0.255339,1.595267
test,"(202, 180)",496,1,135.0,25.0,0.29629629850387573,4.112150,3.977943,0.134207
test,"(62, 214)",256,1,168.0,10.0,0.4345238208770752,2.538267,0.920461,1.617806
test,"(7, 85)",202,1,253.0,19.0,0.3122529685497284,2.238874,1.227414,1.011460
test,"(7, 67)",401,1,278.0,28.0,0.44964027404785156,2.217871,0.874670,1.343201
test,"(352, 213)",64,1,20.0,12.0,0.25,2.613660,1.538560,1.075100
test,"(452, 432)",89,1,3.0,1.0,1.0,10.538400,0.390085,10.148314
test,"(88, 454)",25,1,287.0,25.0,0.17421603202819824,3.376225,1.824666,1.551559
test,"(177, 68)",25,1,678.0,62.0,0.14749263226985931,4.030573,2.071882,1.958691
test,"(441, 473)",352,1,349.0,29.0,0.3094555735588074,2.385185,1.227027,1.158158
test,"(202, 84)",255,1,141.0,4.0,0.9503546357154846,4.680935,0.160361,4.520574
test,"(77, 79)",322,1,248.0,7.0,0.9516128897666931,5.009623,4.359480,0.650143
test,"(85, 243)",134,1,149.0,31.0,0.16107381880283356,5.521339,2.751916,2.769424
test,"(85, 200)",369,1,377.0,17.0,0.692307710647583,3.000157,1.869299,1.130858
test,"(240, 82)",84,1,342.0,6.0,0.8274853825569153,3.519671,1.980398,1.539273
test,"(82, 196)",228,1,263.0,13.0,0.6958174705505371,6.509511,6.892017,-0.382505
test,"(7, 82)",77,1,371.0,32.0,0.32614555954933167,4.319802,2.798944,1.520858
test,"(8, 193)",419,1,697.0,38.0,0.19368723034858704,3.152390,2.817728,0.334662
test,"(187, 67)",264,1,262.0,15.0,0.5839694738388062,7.296695,6.959685,0.337009
test,"(75, 64)",62,1,306.0,16.0,0.4575163424015045,3.726656,4.164496,-0.437840
test,"(264, 134)",243,1,396.0,55.0,0.12121212482452393,2.973269,2.713237,0.260032
test,"(82, 175)",179,1,71.0,6.0,0.7464788556098938,3.614819,0.405313,3.209507
test,"(11, 134)",62,1,2212.0,121.0,0.059222422540187836,3.948172,3.825176,0.122996
test,"(311, 134)",173,1,213.0,49.0,0.1690140813589096,5.025135,3.715944,1.309191
test,"(225, 88)",173,1,332.0,27.0,0.6265060305595398,1.695162,0.539025,1.156137
test,"(225, 88)",173,1,332.0,27.0,0.6265060305595398,1.803026,0.542248,1.260779
test,"(200, 369)",62,1,81.0,9.0,0.7654321193695068,3.323771,0.361069,2.962703
test,"(173, 82)",11,1,502.0,52.0,0.1593625545501709,3.558049,1.915727,1.642322
test,"(352, 266)",437,1,22.0,10.0,0.27272728085517883,4.868297,2.367967,2.500330
test,"(1, 234)",69,1,68.0,2.0,0.9411764740943909,2.168551,0.162527,2.006025
test,"(82, 33)",78,1,91.0,4.0,0.7692307829856873,4.815673,1.813550,3.002122
test,"(45, 413)",36,1,109.0,7.0,0.44954127073287964,4.088036,1.516155,2.571881
test,"(88, 268)",195,1,102.0,17.0,0.29411765933036804,2.845913,1.300151,1.545763
test,"(82, 45)",413,1,51.0,4.0,0.5490196347236633,2.436770,0.708350,1.728420
test,"(177, 68)",25,1,678.0,62.0,0.14749263226985931,2.478008,2.020696,0.457311
test,"(323, 26)",388,1,656.0,22.0,0.38871949911117554,1.444119,1.574324,-0.130205
test,"(283, 268)",195,1,84.0,8.0,0.5595238208770752,1.725263,0.657279,1.067984
test,"(183, 205)",88,1,30.0,2.0,0.9666666388511658,1.307785,0.123513,1.184272
test,"(134, 31)",40,1,700.0,31.0,0.23999999463558197,1.545545,1.425787,0.119758
test,"(212, 110)",203,1,507.0,33.0,0.15976330637931824,2.927018,2.410105,0.516913
test,"(439, 201)",14,1,270.0,38.0,0.25925925374031067,9.462854,6.985779,2.477076
test,"(268, 195)",258,1,198.0,28.0,0.43939393758773804,5.779443,3.890629,1.888814
test,"(198, 54)",344,1,11.0,1.0,1.0,4.679338,0.171681,4.507656
test,"(40, 82)",46,1,240.0,16.0,0.28333333134651184,3.043908,1.358065,1.685843
test,"(202, 268)",195,1,72.0,8.0,0.625,1.779748,0.552129,1.227619
test,"(198, 53)",72,1,7.0,1.0,1.0,4.708663,0.208104,4.500558
test,"(67, 7)",7,1,564.0,82.0,0.06914893537759781,5.003662,2.905691,2.097971
test,"(37, 8)",313,1,18.0,6.0,0.2777777910232544,5.877118,1.808002,4.069116
test,"(360, 180)",396,1,11.0,6.0,0.27272728085517883,3.808264,4.540094,-0.731830
test,"(134, 61)",230,1,9.0,4.0,0.5555555820465088,8.595140,0.755654,7.839486
test,"(77, 256)",67,1,80.0,4.0,0.612500011920929,4.736053,5.464024,-0.727972
test,"(62, 57)",169,1,11.0,2.0,0.7272727489471436,8.280466,9.967413,-1.686947
test,"(233, 86)",133,1,305.0,26.0,0.5081967115402222,6.691191,8.550127,-1.858936
test,"(214, 87)",420,1,127.0,25.0,0.16535432636737823,8.807547,10.535174,-1.727628
test,"(191, 64)",70,1,103.0,7.0,0.3883495032787323,1.477355,1.261758,0.215597
test,"(13, 8)",90,1,22.0,10.0,0.40909090638160706,5.836180,4.545063,1.291117
test,"(12, 24)",32,1,287.0,14.0,0.46689894795417786,7.062962,9.280706,-2.217744
test,"(134, 180)",231,1,2.0,1.0,1.0,4.682135,4.790837,-0.108703
test,"(62, 49)",36,1,40.0,9.0,0.4000000059604645,2.127667,0.987725,1.139942
test,"(32, 51)",51,1,166.0,17.0,0.2469879537820816,3.951230,2.462949,1.488281
test,"(8, 186)",266,1,783.0,44.0,0.17496807873249054,3.675570,4.004212,-0.328642
test,"(90, 92)",6,1,12.0,7.0,0.4166666567325592,5.127342,3.856125,1.271217
test,"(197, 67)",25,1,719.0,55.0,0.4186370074748993,3.748495,4.357332,-0.608837
test,"(266, 233)",83,1,72.0,1.0,1.0,5.980200,0.115108,5.865092
test,"(83, 242)",75,1,9.0,4.0,0.4444444477558136,5.608635,3.485879,2.122756
test,"(214, 69)",304,1,357.0,24.0,0.4481792747974396,8.074964,10.036611,-1.961648
test,"(62, 299)",205,1,5.0,2.0,0.6000000238418579,5.528347,0.869607,4.658740
test,"(180, 225)",11,1,160.0,18.0,0.2750000059604645,5.995802,7.485744,-1.489942
test,"(472, 72)",243,1,49.0,5.0,0.3877550959587097,2.042791,1.095960,0.946831
test,"(244, 14)",214,1,4.0,3.0,0.5,6.197813,1.262151,4.935663
test,"(419, 399)",68,1,3.0,1.0,1.0,3.700782,4.348874,-0.648093
test,"(186, 134)",173,1,1054.0,89.0,0.07020872831344604,5.237297,3.997010,1.240287
test,"(25, 228)",419,1,20.0,8.0,0.25,8.915292,1.651236,7.264056
test,"(419, 134)",504,1,172.0,45.0,0.15697674453258514,3.765903,3.292730,0.473173
test,"(202, 84)",255,1,141.0,4.0,0.9503546357154846,5.526184,0.160982,5.365202
test,"(68, 215)",81,1,420.0,45.0,0.18571428954601288,3.096849,2.510351,0.586498
test,"(176, 192)",7,1,173.0,17.0,0.4450867176055908,1.667600,0.852102,0.815498
test,"(280, 496)",13,1,8.0,1.0,1.0,0.249316,0.024665,0.224650
test,"(202, 8)",264,1,65.0,24.0,0.1538461595773697,2.871564,3.184413,-0.312849
test,"(13, 179)",190,1,507.0,15.0,0.20512820780277252,3.602873,2.270975,1.331898
test,"(35, 36)",43,1,206.0,20.0,0.3203883469104767,3.635280,1.237005,2.398274
test,"(360, 202)",264,1,196.0,17.0,0.2908163368701935,5.153049,7.442716,-2.289667
test,"(321, 36)",81,1,3.0,1.0,1.0,3.603090,0.373182,3.229908
test,"(233, 83)",82,1,117.0,15.0,0.38461539149284363,2.911691,1.050073,1.861618
test,"(84, 21)",19,1,23.0,1.0,1.0,1.986900,0.116848,1.870052
test,"(266, 65)",180,1,10.0,4.0,0.4000000059604645,3.184256,1.563021,1.621235
test,"(58, 1)",428,1,371.0,53.0,0.09164420515298843,6.658117,5.175252,1.482866
test,"(352, 134)",62,1,209.0,52.0,0.13875597715377808,3.747457,3.743745,0.003711
test,"(58, 179)",81,1,82.0,3.0,0.9146341681480408,2.565403,0.192790,2.372613
test,"(82, 84)",187,1,321.0,10.0,0.3333333432674408,3.779207,1.556526,2.222681
test,"(51, 32)",25,1,82.0,18.0,0.18292683362960815,3.958125,4.135394,-0.177270
test,"(396, 224)",183,1,4.0,4.0,0.25,4.260140,4.037410,0.222730
test,"(451, 85)",352,0,0.0,0.0,0.0,7.236055,7.304536,-0.068481
test,"(87, 208)",134,1,7.0,3.0,0.7142857313156128,4.669981,4.913762,-0.243781
test,"(182, 85)",180,1,323.0,22.0,0.16408668458461761,3.001516,3.160242,-0.158725
test,"(134, 62)",85,1,548.0,48.0,0.18248175084590912,4.024041,2.135950,1.888092
test,"(62, 67)",72,1,562.0,17.0,0.35943061113357544,2.190831,1.094300,1.096531
test,"(72, 248)",58,1,458.0,36.0,0.2925764322280884,2.782053,2.408560,0.373494
test,"(224, 311)",278,1,131.0,29.0,0.1679389327764511,3.999089,5.513213,-1.514124
test,"(81, 437)",60,1,3.0,3.0,0.3333333432674408,3.887504,2.418074,1.469430
test,"(133, 193)",311,1,587.0,35.0,0.16013628244400024,3.514883,2.555009,0.959874
test,"(82, 25)",289,1,913.0,60.0,0.1489594727754593,4.358908,3.980872,0.378037
test,"(472, 72)",243,1,49.0,5.0,0.3877550959587097,2.057312,1.096520,0.960792
test,"(179, 81)",84,1,420.0,26.0,0.37142857909202576,2.918253,1.077236,1.841017
test,"(406, 406)",406,1,447.0,6.0,0.7762863636016846,0.062313,0.225073,-0.162760
test,"(28, 134)",62,1,255.0,33.0,0.18431372940540314,3.789338,2.375777,1.413561
test,"(7, 77)",223,1,549.0,25.0,0.31147539615631104,2.172206,3.136916,-0.964710
test,"(84, 69)",8,1,178.0,10.0,0.3483146131038666,4.752949,2.049712,2.703236
test,"(62, 85)",84,1,229.0,14.0,0.34061136841773987,4.585044,3.394340,1.190705
test,"(289, 401)",58,1,338.0,29.0,0.20118343830108643,2.780465,2.219868,0.560598
test,"(77, 223)",11,1,586.0,45.0,0.12457337975502014,2.491102,2.206320,0.284782
test,"(67, 13)",354,1,128.0,31.0,0.140625,5.466444,6.165444,-0.699000
test,"(441, 180)",134,1,16.0,8.0,0.25,1.950237,1.653843,0.296395
test,"(35, 36)",49,1,206.0,20.0,0.3203883469104767,2.691474,1.723497,0.967977
test,"(173, 242)",411,1,235.0,11.0,0.8936170339584351,0.695896,0.156338,0.539559
test,"(223, 11)",337,1,131.0,32.0,0.11450381577014923,5.382366,6.906607,-1.524241
test,"(352, 134)",17,1,209.0,52.0,0.13875597715377808,2.266835,2.216420,0.050415
test,"(248, 58)",179,1,43.0,5.0,0.44186046719551086,3.679171,0.950289,2.728883
test,"(13, 340)",7,1,669.0,28.0,0.3423019349575043,2.014277,1.123087,0.891191
test,"(58, 179)",81,1,82.0,3.0,0.9146341681480408,3.172810,0.197044,2.975766
test,"(243, 67)",289,1,538.0,38.0,0.3736059367656708,6.601621,7.455382,-0.853761
test,"(67, 289)",72,1,5.0,2.0,0.800000011920929,2.043468,0.443582,1.599886
test,"(249, 413)",496,1,325.0,31.0,0.19384615123271942,9.449358,5.639780,3.809578
test,"(43, 35)",62,1,51.0,7.0,0.4117647111415863,3.031726,1.010769,2.020957
test,"(21, 19)",62,1,224.0,26.0,0.5178571343421936,3.841017,3.286329,0.554688
test,"(243, 67)",82,1,538.0,38.0,0.3736059367656708,2.648487,1.064631,1.583856
test,"(13, 340)",7,1,669.0,28.0,0.3423019349575043,1.919598,1.119022,0.800576
test,"(89, 179)",67,1,57.0,2.0,0.9122806787490845,3.990009,0.208865,3.781144
test,"(7, 378)",417,1,59.0,2.0,0.7796609997749329,7.847377,1.674586,6.172791
test,"(319, 83)",202,1,151.0,3.0,0.9271523356437683,3.993109,0.183639,3.809470
test,"(428, 86)",92,1,175.0,29.0,0.46857142448425293,6.180174,6.440574,-0.260400
test,"(72, 179)",58,1,617.0,52.0,0.15559157729148865,2.891812,1.926675,0.965137
test,"(308, 83)",180,1,332.0,18.0,0.27710843086242676,3.210223,1.705630,1.504593
test,"(17, 8)",8,1,179.0,26.0,0.11173184216022491,2.005729,2.147697,-0.141969
test,"(82, 417)",58,1,48.0,15.0,0.1875,4.159925,3.529835,0.630089
test,"(186, 289)",67,1,142.0,18.0,0.4225352108478546,7.024363,4.236625,2.787738
test,"(82, 178)",7,1,238.0,25.0,0.20168067514896393,2.585252,2.393188,0.192064
test,"(214, 7)",1,1,183.0,25.0,0.3442623019218445,2.958572,1.151183,1.807389
test,"(82, 268)",8,1,143.0,24.0,0.1678321659564972,1.490956,2.114497,-0.623541
test,"(7, 1)",134,1,720.0,89.0,0.11388888955116272,2.561580,3.024787,-0.463207
test,"(177, 13)",454,1,97.0,9.0,0.3711340129375458,6.181141,1.116415,5.064726
test,"(75, 326)",13,1,520.0,43.0,0.25,3.795245,3.751921,0.043324
test,"(180, 266)",386,1,140.0,29.0,0.24285714328289032,5.101442,1.525669,3.575773
test,"(175, 179)",81,1,125.0,13.0,0.5600000023841858,2.827391,1.848462,0.978929
test,"(84, 248)",232,1,245.0,20.0,0.31020408868789673,2.087562,1.563976,0.523586
test,"(230, 287)",79,1,1.0,1.0,1.0,1.296239,0.865146,0.431093
test,"(13, 287)",79,1,308.0,2.0,0.9545454382896423,0.868382,0.105408,0.762974
test,"(244, 13)",454,1,95.0,26.0,0.17894737422466278,6.253873,7.220350,-0.966477
test,"(179, 81)",84,1,420.0,26.0,0.37142857909202576,3.012531,1.078664,1.933866
test,"(83, 64)",175,1,563.0,40.0,0.16341030597686768,3.089154,1.880149,1.209005
test,"(214, 7)",66,1,183.0,25.0,0.3442623019218445,3.665237,4.171456,-0.506220
test,"(8, 193)",134,1,697.0,38.0,0.19368723034858704,1.724019,1.630507,0.093512
test,"(249, 223)",308,1,302.0,21.0,0.695364236831665,4.344980,3.893929,0.451051
test,"(62, 73)",82,1,112.0,2.0,0.9732142686843872,0.805533,0.085509,0.720024
test,"(375, 256)",407,1,109.0,5.0,0.40366971492767334,3.126257,1.014344,2.111913
test,"(29, 19)",92,0,0.0,0.0,0.0,3.553227,3.144725,0.408502
test,"(163, 140)",134,1,59.0,11.0,0.4237288236618042,1.762700,1.381558,0.381142
test,"(49, 40)",47,1,37.0,12.0,0.21621622145175934,5.045907,3.345719,1.700188
test,"(82, 8)",186,1,622.0,44.0,0.17845658957958221,2.110921,2.798188,-0.687267
test,"(77, 223)",6,1,586.0,45.0,0.12457337975502014,3.806372,5.897536,-2.091164
test,"(60, 25)",27,1,222.0,24.0,0.2567567527294159,5.260580,6.981706,-1.721126
test,"(34, 51)",356,1,156.0,35.0,0.19871795177459717,7.427821,6.465190,0.962631
test,"(89, 179)",67,1,57.0,2.0,0.9122806787490845,4.904007,0.210232,4.693775
test,"(13, 15)",25,1,280.0,34.0,0.1428571492433548,3.287775,4.117719,-0.829945
test,"(183, 85)",17,1,35.0,1.0,1.0,6.669798,0.126565,6.543233
test,"(17, 133)",133,1,16.0,12.0,0.1875,0.894871,1.220579,-0.325708
test,"(470, 470)",470,1,384.0,5.0,0.921875,0.010155,0.067149,-0.056994
test,"(69, 72)",87,1,604.0,5.0,0.45860928297042847,2.583029,2.283482,0.299548
test,"(230, 90)",437,1,139.0,40.0,0.26618704199790955,4.123044,3.122636,1.000408
test,"(70, 7)",69,1,209.0,25.0,0.38755980134010315,2.013452,2.273607,-0.260156
test,"(81, 223)",82,1,486.0,44.0,0.32098764181137085,3.347953,1.208947,2.139006
test,"(70, 7)",69,1,209.0,25.0,0.38755980134010315,2.041075,2.277148,-0.236072
test,"(32, 35)",32,1,103.0,11.0,0.5339806079864502,4.190658,3.487465,0.703193
test,"(191, 423)",13,1,216.0,20.0,0.25462964177131653,2.164777,1.379449,0.785328
test,"(82, 28)",462,1,147.0,36.0,0.1428571492433548,6.631027,6.051422,0.579606
test,"(437, 7)",79,1,519.0,60.0,0.09441233426332474,3.919671,2.640142,1.279529
test,"(0, 212)",151,1,6.0,4.0,0.3333333432674408,9.076851,6.420359,2.656492
test,"(128, 148)",229,1,133.0,6.0,0.6090225577354431,3.267697,0.575324,2.692373
test,"(221, 203)",212,1,1.0,1.0,1.0,2.271441,1.254017,1.017424
test,"(36, 56)",180,1,6.0,3.0,0.5,4.083018,4.397300,-0.314282
test,"(15, 13)",16,1,360.0,16.0,0.28333333134651184,4.282354,2.356134,1.926220
test,"(133, 60)",133,1,23.0,3.0,0.8260869383811951,0.900708,2.034261,-1.133553
test,"(175, 259)",186,1,32.0,11.0,0.34375,2.706366,3.769508,-1.063143
test,"(13, 179)",190,1,507.0,15.0,0.20512820780277252,4.331437,2.284727,2.046710
test,"(82, 259)",343,1,127.0,23.0,0.22834645211696625,6.419622,8.687739,-2.268117
test,"(235, 65)",13,1,31.0,6.0,0.35483869910240173,3.636458,3.139210,0.497248
test,"(259, 133)",60,1,23.0,3.0,0.8695651888847351,6.653133,3.010965,3.642168
test,"(82, 13)",64,1,1646.0,100.0,0.11907655000686646,6.833605,8.027821,-1.194216
test,"(82, 178)",82,1,238.0,25.0,0.20168067514896393,2.514528,2.795520,-0.280992
test,"(134, 60)",11,1,129.0,15.0,0.3100775182247162,2.393806,1.238143,1.155663
test,"(45, 36)",6,1,99.0,26.0,0.1818181872367859,3.923696,5.357317,-1.433620
test,"(317, 35)",33,1,13.0,4.0,0.7692307829856873,3.891339,0.434169,3.457170
test,"(46, 50)",51,1,26.0,4.0,0.692307710647583,3.410674,0.505141,2.905532
test,"(51, 62)",37,1,98.0,15.0,0.15306122601032257,5.078383,7.043521,-1.965138
test,"(199, 182)",179,1,176.0,14.0,0.6590909361839294,7.020703,9.121094,-2.100391
test,"(134, 478)",201,1,71.0,9.0,0.4647887349128723,3.118287,0.866346,2.251941
test,"(36, 62)",40,1,144.0,21.0,0.1875,2.781897,2.167212,0.614685
test,"(180, 391)",81,1,45.0,8.0,0.6000000238418579,2.509684,0.610798,1.898886
test,"(52, 51)",46,1,99.0,16.0,0.46464645862579346,2.105870,4.207740,-2.101870
test,"(2, 134)",353,1,171.0,31.0,0.1520467847585678,7.903618,3.126242,4.777377
test,"(49, 36)",36,1,257.0,34.0,0.1750972718000412,3.349743,2.233351,1.116393
test,"(14, 66)",75,1,154.0,13.0,0.41558441519737244,3.244363,2.127414,1.116949
test,"(315, 34)",344,1,15.0,3.0,0.5333333611488342,3.285866,1.522945,1.762920
test,"(82, 268)",25,1,143.0,24.0,0.1678321659564972,4.233417,2.280860,1.952556
test,"(432, 72)",76,1,254.0,8.0,0.4645669162273407,4.363595,1.752054,2.611541
test,"(76, 205)",180,1,344.0,31.0,0.151162788271904,5.856120,2.739748,3.116372
test,"(60, 11)",133,1,485.0,48.0,0.09690721333026886,3.066586,3.274434,-0.207848
test,"(189, 195)",269,1,681.0,43.0,0.30837005376815796,1.315491,1.175972,0.139519
test,"(83, 298)",403,1,365.0,7.0,0.7287670969963074,5.712823,1.970348,3.742476
test,"(79, 64)",88,1,202.0,4.0,0.48514851927757263,2.004821,0.802573,1.202247
test,"(35, 401)",13,1,148.0,28.0,0.15540540218353271,2.586841,1.791804,0.795038
test,"(14, 474)",236,1,108.0,17.0,0.25,5.622994,1.497381,4.125614
test,"(13, 354)",69,1,227.0,10.0,0.29955947399139404,2.108599,1.266037,0.842562
test,"(2, 16)",64,1,58.0,11.0,0.5344827771186829,6.280328,2.500705,3.779623
test,"(416, 328)",134,1,1.0,1.0,1.0,1.903855,2.429828,-0.525973
test,"(328, 134)",19,1,160.0,41.0,0.125,2.802766,4.745898,-1.943132
test,"(2, 441)",64,1,42.0,3.0,0.6904761791229248,5.172704,7.458528,-2.285824
test,"(64, 281)",416,0,0.0,0.0,0.0,4.556455,5.893182,-1.336727
test,"(320, 509)",25,1,130.0,14.0,0.5846154093742371,2.661252,4.040777,-1.379525
test,"(264, 278)",86,1,124.0,42.0,0.17741934955120087,6.532945,5.993813,0.539132
test,"(14, 14)",472,1,553.0,41.0,0.49005424976348877,3.420425,0.809318,2.611107
test,"(9, 134)",0,1,135.0,34.0,0.13333334028720856,4.837172,3.707782,1.129389
test,"(510, 284)",420,1,8.0,2.0,0.75,4.385674,0.519446,3.866228
test,"(32, 70)",70,1,146.0,3.0,0.9246575236320496,2.988617,0.182245,2.806372
test,"(25, 323)",313,1,966.0,13.0,0.4399586021900177,3.388553,2.960153,0.428400
test,"(249, 342)",195,1,611.0,27.0,0.23567920923233032,2.933457,1.711173,1.222284
test,"(178, 257)",359,1,27.0,5.0,0.7037037014961243,0.634751,2.775228,-2.140478
test,"(255, 13)",36,1,330.0,39.0,0.3757575750350952,4.291450,1.084569,3.206881
test,"(66, 82)",92,1,136.0,25.0,0.3602941036224365,4.155953,1.176607,2.979346
test,"(47, 78)",179,1,144.0,6.0,0.7777777910232544,4.006463,0.359814,3.646649
test,"(391, 64)",74,1,45.0,3.0,0.6666666865348816,5.482625,1.920200,3.562425
test,"(78, 66)",82,1,661.0,16.0,0.29349470138549805,3.196366,1.894568,1.301799
test,"(66, 75)",72,1,407.0,12.0,0.4004913866519928,2.109433,1.446833,0.662600
test,"(421, 284)",134,1,966.0,17.0,0.31573498249053955,1.438836,1.168540,0.270296
test,"(78, 66)",82,1,661.0,16.0,0.29349470138549805,3.340012,1.898214,1.441797
test,"(86, 86)",86,1,104.0,3.0,0.49038460850715637,3.307186,0.823229,2.483958
test,"(87, 25)",290,1,122.0,28.0,0.15573769807815552,4.506853,6.117353,-1.610500
test,"(62, 256)",445,1,528.0,12.0,0.36174243688583374,0.584371,0.961766,-0.377394
test,"(51, 321)",27,1,217.0,26.0,0.13824884593486786,3.843344,2.769319,1.074025
test,"(47, 78)",179,1,144.0,6.0,0.7777777910232544,3.640188,0.358661,3.281527
test,"(50, 273)",46,1,74.0,3.0,0.8783783912658691,1.195099,0.199722,0.995377
test,"(13, 32)",83,1,80.0,12.0,0.48750001192092896,4.318540,3.534917,0.783622
test,"(45, 46)",51,1,76.0,8.0,0.4868420958518982,2.479170,0.819734,1.659436
test,"(62, 256)",445,1,528.0,12.0,0.36174243688583374,0.610176,0.965488,-0.355312
test,"(179, 50)",66,1,9.0,3.0,0.4444444477558136,5.383789,1.098363,4.285426
test,"(183, 366)",67,1,414.0,27.0,0.49275362491607666,2.006615,0.758623,1.247992
test,"(423, 54)",205,1,2.0,1.0,1.0,0.727955,0.364503,0.363452
test,"(70, 192)",82,1,134.0,13.0,0.3283582031726837,4.354346,1.795004,2.559342
test,"(274, 25)",323,1,87.0,16.0,0.3448275923728943,0.176893,0.927965,-0.751072
test,"(34, 366)",45,1,376.0,20.0,0.292553186416626,5.522501,2.912863,2.609638
test,"(494, 54)",205,1,55.0,1.0,1.0,1.054155,0.077290,0.976865
test,"(247, 219)",359,1,175.0,26.0,0.22857142984867096,4.393471,6.663057,-2.269587
test,"(52, 471)",46,1,406.0,24.0,0.27586206793785095,0.946445,1.235033,-0.288587
test,"(67, 52)",471,1,122.0,4.0,0.811475396156311,0.221963,0.211206,0.010757
test,"(83, 359)",392,1,104.0,5.0,0.49038460850715637,1.047055,0.724426,0.322629
test,"(510, 290)",78,1,7.0,3.0,0.5714285969734192,3.021180,1.752478,1.268702
test,"(173, 274)",359,1,402.0,35.0,0.19402985274791718,1.394324,3.696484,-2.302160
test,"(301, 283)",37,1,280.0,16.0,0.30000001192092896,2.003215,1.271661,0.731553
test,"(323, 133)",92,1,35.0,1.0,1.0,1.873782,0.107950,1.765832
test,"(72, 179)",49,1,617.0,52.0,0.15559157729148865,7.183816,6.256493,0.927323
test,"(81, 244)",33,1,148.0,10.0,0.3513513505458832,5.110115,1.157599,3.952516
test,"(46, 81)",244,1,306.0,10.0,0.48366013169288635,2.563300,0.818195,1.745105
test,"(50, 273)",46,1,74.0,3.0,0.8783783912658691,1.335257,0.204567,1.130690
test,"(37, 349)",265,1,157.0,3.0,0.9808917045593262,0.536160,0.058994,0.477166
test,"(81, 34)",177,1,77.0,2.0,0.5844155550003052,3.633892,0.651954,2.981938
test,"(36, 77)",368,1,294.0,11.0,0.27210885286331177,11.839540,2.599546,9.239995
test,"(77, 72)",80,1,261.0,4.0,0.8812260627746582,1.755284,0.213029,1.542254
test,"(58, 60)",133,1,543.0,17.0,0.2688766121864319,3.015743,2.725871,0.289873
test,"(236, 68)",393,1,471.0,4.0,0.5456475615501404,2.093660,1.205632,0.888028
test,"(392, 13)",47,1,1099.0,22.0,0.3148316740989685,4.991189,3.027432,1.963757
test,"(436, 58)",60,1,193.0,1.0,1.0,0.944525,0.066118,0.878408
test,"(72, 80)",279,1,262.0,3.0,0.9694656729698181,0.576727,0.074216,0.502511
test,"(494, 32)",234,1,52.0,1.0,1.0,1.995802,4.252136,-2.256334
test,"(52, 77)",72,1,432.0,16.0,0.5416666865348816,2.155406,0.696581,1.458825
test,"(80, 279)",436,1,413.0,22.0,0.33171913027763367,0.528102,1.023596,-0.495494
test,"(60, 195)",289,1,157.0,13.0,0.19745223224163055,4.204462,2.795237,1.409225
test,"(240, 77)",68,1,69.0,4.0,0.9130434989929199,1.914136,0.186545,1.727591
test,"(54, 205)",71,1,496.0,2.0,0.6471773982048035,2.619714,1.127565,1.492150
test,"(296, 234)",32,1,326.0,8.0,0.19018404185771942,5.997321,8.287697,-2.290376
test,"(52, 77)",72,1,432.0,16.0,0.5416666865348816,2.073675,0.694603,1.379072
test,"(240, 77)",68,1,69.0,4.0,0.9130434989929199,1.914136,0.186545,1.727591
test,"(52, 77)",72,1,432.0,16.0,0.5416666865348816,1.854072,0.688438,1.165635
test,"(173, 44)",494,1,43.0,3.0,0.5581395626068115,0.368270,0.578454,-0.210184
test,"(179, 34)",366,1,6.0,3.0,0.5,0.390686,0.843113,-0.452427
test,"(27, 47)",332,1,141.0,7.0,0.7659574747085571,0.820395,0.313730,0.506665
test,"(46, 81)",34,1,306.0,10.0,0.48366013169288635,3.477852,1.480261,1.997592
test,"(471, 359)",392,1,10.0,1.0,1.0,0.366334,0.070102,0.296232
test,"(13, 47)",78,1,94.0,12.0,0.457446813583374,4.765664,1.824418,2.941246
test,"(393, 299)",52,1,139.0,14.0,0.4748201370239258,2.553702,1.286073,1.267629
test,"(13, 55)",46,1,67.0,1.0,1.0,2.001951,0.098988,1.902963
test,"(463, 82)",436,1,83.0,17.0,0.2530120611190796,2.776800,3.460154,-0.683354
test,"(133, 133)",300,1,2512.0,71.0,0.19864650070667267,1.406665,1.648505,-0.241840
test,"(178, 436)",29,1,3.0,1.0,1.0,2.953757,3.843003,-0.889246
test,"(13, 47)",78,1,94.0,12.0,0.457446813583374,4.516997,1.822929,2.694068
test,"(234, 71)",178,1,293.0,33.0,0.255972683429718,5.583720,1.471935,4.111785
test,"(71, 178)",436,1,80.0,9.0,0.75,4.470102,6.742396,-2.272294
test,"(234, 71)",178,1,293.0,33.0,0.255972683429718,5.846059,1.472313,4.373746
test,"(71, 54)",495,1,75.0,1.0,1.0,1.823967,0.095423,1.728544
test,"(289, 401)",25,1,338.0,29.0,0.20118343830108643,2.236359,1.633024,0.603335
test,"(436, 180)",189,1,109.0,3.0,0.9724770784378052,2.358449,0.128565,2.229885
test,"(179, 52)",471,1,3.0,1.0,1.0,0.813978,0.264911,0.549067
test,"(494, 44)",234,1,11.0,1.0,1.0,10.186997,0.175742,10.011255
